dataset,source_query_index,g,mean_f,log_mean_f,minimum_group_size,maximum_group_size,size_stratum,panel_query_index,selection_key
snap-twitch-2018,32,8,715.75,6.574727104763479,7,2159,2,3,0bdb91d341f832a21abe94c3e99883f3c846ff0ea0e6d5fb44e20c409ded4047
snap-twitch-2018,40,8,2419.75,7.791832688491641,6,13748,7,4,072300ee3c397cfadd011565bb907952189bad7732a5cb4e9c7a7acbd703ba4c
snap-twitch-2018,41,8,3067.625,8.028984857515656,10,8431,8,5,0155ed9ea8cfa7ef5b07d6d9bb0c27668f709a6d70d01ee319769dc083088c2b
snap-twitch-2018,81,8,1551.125,7.347380238737006,49,6681,4,6,056c49d78e9093a090d7ff8d0517be3c9e0521a18fbad33ff0703cb2157b0c4a
snap-twitch-2018,122,8,3928.375,8.276235659137326,6,13208,9,7,1626b78ed093ba5b8a84a2636bf9d795c56ff1427b759fa794d426c8394d1412
snap-twitch-2018,158,8,2236.5,7.7131144501490105,20,11193,6,8,18b70fd714d5efdd5f800e0c923d5f413100b26ac0dc028805d07cc83dda9bf5
snap-twitch-2018,194,8,344.875,5.84607743810709,5,1572,1,9,068219723d02bfc9df016b37bdcc4dede6a6541b2b845574104e3ce145a8a33c
snap-twitch-2018,280,8,895.625,6.798637714446598,13,5438,3,10,0b4629dab10f2ec1df1b8349796672bbac89f409b568b78e046184a8aa2702ee
snap-twitch-2018,14,9,2624.8888888888887,7.873174742044067,7,10364,7,1,02e2c8ba4dc09e97e760097cad4635aed38092d8be246bb436c2b6b9fee26bfd
snap-twitch-2018,80,9,3090.777777777778,8.036501537065602,9,6681,8,2,0e8e74c07c67b436efc314ba6adb56b453957fc43755633477198d6510481f70
snap-twitch-2018,117,9,745.8888888888889,6.615916430948832,5,6566,2,3,02f5033b50525cb3ac9f35df837c0acb00380c6b2ec91202263ce6d8124b67a9
snap-twitch-2018,138,9,921.7777777777778,6.827388444711176,15,6566,3,4,0ea281da46fb1dbe0b76d6e00510f230043879b5504d88af4cf69844b54d2bc4
snap-twitch-2018,173,9,4549.333333333333,8.422955769334868,10,16368,10,5,013b1ded85912e12ed9a49743515072fb7a8992145544791ac11bb3704b6ca6b
snap-twitch-2018,206,9,1472.888888888889,7.29565968923562,10,6681,4,6,02fb1ad26e1df544661096f3b57e753b5187e48aa01b3c57bc032ce5f3000802
snap-twitch-2018,248,9,1710.111111111111,7.444898211065501,16,3632,5,7,0457293c7036817071080f35adcac760bf2f31f96758d6fc0f20c5663915db81
snap-twitch-2018,256,9,2213.4444444444443,7.702756835870621,8,7760,6,8,110eac88780311e33847fc8e33cbe62e552a37b76d0135c9434e7ba67733b64f
snap-twitch-2018,266,9,3772.4444444444443,8.235743509063065,2,31579,9,9,0058cb92803da517c071f3d816d5c454ea8e604ba208a658376e0f0f670194d0
snap-twitch-2018,272,9,276.44444444444446,5.625620712943554,5,1183,1,10,06b23a0609c213476994c475e08c938dcf098294a501d2f3e5f751b2398a5b0a
snap-twitch-2018,35,10,1829.3,7.512235166825916,12,6712,5,1,019ff0373fd3e5b71dc3007ce3d2e645b0e97dcebfa5f8d838d1da288af9aa38
snap-twitch-2018,39,10,994.8,6.903546434208082,11,3147,3,2,003d1f76bcf7185e2f1ecb0627f01075cd97bad3e7a08ac1c3571644b251f070
snap-twitch-2018,61,10,621.9,6.4343859922601,12,5438,2,3,07da51f316b0904ab57a9b3c0c58198c5bd8b023a7914da76b66439c73e5415a
snap-twitch-2018,124,10,3063.2,8.027541802881654,16,10444,8,4,010204be53ae10585d4e8e0499c10769230c7a9cd18a78f7f6ba07e0e72a05f6
snap-twitch-2018,140,10,2674.5,7.891891557751359,14,7760,7,5,006eb20af7f59c5e1caf5f5af201d21fd0414975c64cf9b2d6c4672b8e9620fb
snap-twitch-2018,157,10,2034.5,7.618496767943033,12,6495,6,6,07dc825ee4b2d27a5d5ff2d238bc621480dbaf5d3b8a6724c9df8b82974f491c
snap-twitch-2018,181,10,452.7,6.117436186669918,15,1358,1,7,03a4d079c7140ff115f3967c93f23f932bff55dc11497292e89cdca1eaa3ca1f
snap-twitch-2018,198,10,3807.3,8.24493817432076,5,13748,9,8,1562adb206141806b8fd7d6bc4341e52c7cf7a04cc253b7faa49b3d53903f31a
snap-twitch-2018,223,10,5162.1,8.549292453276237,16,16368,10,9,040cad26dfdf1876ce23016893db2ccf6d5102c11c4620cd0fb4bb860999e5cf
snap-twitch-2018,227,10,1398.1,7.24358445173924,16,10290,4,10,024543381da7b17d8a20c0b0c1a420f65ee084e5f12fe2f1431a54c1b0c09db7
snap-twitch-2018,4,11,2338.090909090909,7.757517632477419,5,7760,7,1,0f13d5088141af28854ac2a3ff0ca609ca6a7dc9dc2968308a7dc36d4a41ad28
snap-twitch-2018,34,11,1286.090909090909,7.160139841535764,8,10364,4,2,00056705d901caec7aaa14dcf4539d247feab2e0332795f13aa479c299c431dc
snap-twitch-2018,113,11,857.9090909090909,6.755663085078828,6,3197,3,3,0d8745b23a4de6ad560e9e1b6a02265e96a1eb1d5f470cb1dddf148689c19588
snap-twitch-2018,117,11,1819.3636363636363,7.506791560313239,5,13748,5,4,09131d9da39530db31d58f73fcac66701e8b8a34c3255b0843bcc084a08046f3
snap-twitch-2018,154,11,1996.0,7.599401333415815,8,5193,6,5,0010923a38cb263d2d36e2688bebc7ac12088582d4f0f59ef6309756ff27f5be
snap-twitch-2018,156,11,3657.5454545454545,8.20482093061357,11,6923,9,6,0d21f651253dd0db0df0107e05cbce32020bf690a13fd3601f4fdd1585c53b89
snap-twitch-2018,230,11,3339.818181818182,8.113971020588036,7,16368,8,7,0d53408a2ff9d76f495eaaad453cd6d988416d371474c8e34920324a315d75dd
snap-twitch-2018,262,11,571.4545454545455,6.349933335690372,13,2510,2,8,0719158824e2b21ecaf205325cdaabd66bb7f783c239f37236f8b8df7ba4fa62
snap-twitch-2018,275,11,5174.272727272727,8.551647317667191,5,16368,10,9,150f8972e4ea1c68f7705a06bb64574dd82182e05b0cf3e1711a0a3928c9524d
snap-twitch-2018,297,11,306.90909090909093,5.729804580019401,6,2539,1,10,002d10da1532527ca311589661179ea2fed005d6b1fbc139564362b9040fa4cb
snap-twitch-2018,7,12,1147.0,7.045776576879511,5,6566,3,1,00ca05703236b298ab1d0d045d44cdfda97293e024f6ea77f658b07005b8d09a
snap-twitch-2018,23,12,849.75,6.746118313381015,14,6712,2,2,11e82502481d34163f3c893cbc5779822880ae4104d36e576b523399f62709b0
snap-twitch-2018,98,12,3406.5,8.133734163570688,24,11193,8,3,06779b0c4c9ac1a980e214c2310d649d1fd4778a80479369693cc69cc60f3879
snap-twitch-2018,120,12,665.25,6.501664975480054,13,3632,1,4,0b0b8bac6fa346ca2978179e0c272fe5717dbbf6aeff11f7dd5f649816150ffd
snap-twitch-2018,161,12,2107.25,7.653613498454751,10,6625,5,5,023014acb0fcab20f89e27f6958885eaa2605d6424e8440a947a210e1d9e5f1d
snap-twitch-2018,176,12,2866.5833333333335,7.961224909900638,7,6815,7,6,01370153d3071eec65208e717d42f7b01a4be124e9d424c559eb4e3a1ef4c9b0
snap-twitch-2018,197,12,4486.583333333333,8.409069602726248,14,31579,9,7,088b01decadb5b91139365e112d7c764e6aba2e18f02a73e9497297c244df6cb
snap-twitch-2018,223,12,1502.6666666666667,7.3156618487402865,13,6288,4,8,0a3b926dc74cbcd2f4c4248dab9d59d45deb45c0b9d67f5a817dab3c0b30256f
snap-twitch-2018,275,12,4973.916666666667,8.512163899033643,5,31579,10,9,0f810687c585adc61060e143a1f376327ee7f1c3e96ce74dfe89b0390d974733
snap-twitch-2018,280,12,2511.5,7.829033552367331,21,8790,6,10,0fbae2eda1257979163c5121be2979793123db127bb997f48bbf848424ac6f96
snap-twitch-2018,4,13,1456.2307692307693,7.284293180222195,7,5964,4,1,04a2f083818752879eae0dd5d40587de9ab52c903064ddecc24b18814036dc41
snap-twitch-2018,9,13,2895.923076923077,7.971404444749607,23,10444,7,2,015af1582010acfb548b431a7171edc9ac51fd23e783378d6af52391dcd3080c
snap-twitch-2018,35,13,617.1538461538462,6.4267373684732885,14,5438,1,3,0214cf36463746e71db398d09cb6db8548bfc4800064d2bd776bc7e34282ac1f
snap-twitch-2018,54,13,715.6923076923077,6.574646609988888,16,6495,2,4,0286ffebc576b07393bb4bc3f5cd2a7a5920c5fbf96c4162539bc6429f8bc117
snap-twitch-2018,167,13,3417.0,8.136810863675537,12,13748,8,5,0fb8ff0e461285e8594a2cf9658178dd7ac9e2f45c15ea5235d8dbfbef0790fe
snap-twitch-2018,191,13,1885.5384615384614,7.542498926972027,31,10364,5,6,0975ebc0904677bbf4e398cc4b6e62a24e264c81288f7678bd9c3d47f2a7039c
snap-twitch-2018,232,13,3673.846153846154,8.209266547871655,9,23114,9,7,18ad4dc7f07467fb70145eea8161c98db00dd3a52adc5969be3f2cbbba6ff8e7
snap-twitch-2018,262,13,1278.3846153846155,7.154134472076312,12,5100,3,8,0054c92da6eb1436413b5198860b1b32953f7b122dd9d8fb67804fbc027211a0
snap-twitch-2018,269,13,2253.6923076923076,7.7207687937098415,7,7760,6,9,054dc486614f63f1d7b22e39158fac408985bcea25e4c9383536a28c6a922e6d
snap-twitch-2018,285,13,8080.0,8.997270906233448,4,31579,10,10,00d415bebc63a9ed2bfa0eac2828bb19c02be0e54532c59a6f30d758ec8bc97b
snap-twitch-2018,21,14,3010.6428571428573,8.010241008563668,5,8431,8,1,02e403d2a3bae99ce81211849a68127863f7f8ff144dbdc7eba157ede11f088c
snap-twitch-2018,72,14,2340.0714285714284,7.758363979016642,20,13208,6,2,158ca260affa8319e02ac4a370d5fcddae0dbf69bfe7e4bd27d93a895ab7d928
snap-twitch-2018,78,14,806.9285714285714,6.694473652916122,18,2614,2,3,0b9870561b625bd35ea2440f080359b24bf6f2c4017c715c742136cc92812853
snap-twitch-2018,155,14,3937.214285714286,8.278482672577521,5,13748,9,4,0415778b407e35e5240eca2564c6150505e8c67d914d96fd943f67d1c89499af
snap-twitch-2018,162,14,6133.785714285715,8.721730428138214,4,31579,10,5,01bd4d7430cc3a7437b87feab71ba579b90bfb581179b844f276e1a92c544c36
snap-twitch-2018,173,14,2081.1428571428573,7.64115286216338,8,6923,5,6,06b38b71fe182f005155a15f8b8c1dcd169761d9074eebcf45ba8610e80a4431
snap-twitch-2018,177,14,329.5,5.800606659291741,5,3147,1,7,0a0c8ecc2acf94dd5f65539807f9d4110efad2b0ceeaa74ac52ea2e2c2a043a9
snap-twitch-2018,190,14,2652.8571428571427,7.883769386336091,14,10290,7,8,059d849ebb00aa676bc2f04f6c6cfab108ad442a9abaa574225f12aac2ac35b9
snap-twitch-2018,204,14,1233.0,7.1180162044653335,17,6495,3,9,026830dc1ab1509a366231ec42fa624e3a450a48d1de40c09fedddb606a405f8
snap-twitch-2018,269,14,1624.5714285714287,7.393614681301695,46,6566,4,10,04708c45aa05d74221b6749ea4fbc7711402e1926aa0e94ead6cda253bcb43e9
snap-twitch-2018,12,15,1877.5333333333333,7.538246609511012,22,6495,4,1,12941f097da029281567a41fc22d6609af3c94abf0be8c1b3c514d42ac220dcd
snap-twitch-2018,23,15,241.73333333333332,5.491963447073223,12,1060,1,2,041646bb29de6d90bc236069259225d4c93306be04e836705804574a4c6d7369
snap-twitch-2018,67,15,1047.0666666666666,6.954702476089304,9,6625,2,3,05f5e297dd4164d8512f552d2f373c9851824b3cecf648eb175935280e9e982d
snap-twitch-2018,114,15,2719.866666666667,7.908705735990077,29,23114,7,4,0ddbba7368a77231e0b651f34ef25324efdc9dcab18f0a0b9fbfe4dc48bdf3d9
snap-twitch-2018,126,15,6469.0,8.774931387494947,5,31579,10,5,2edce686003b32600c81248bf484f72ae1c6da790d00201e24e141d841686da7
snap-twitch-2018,151,15,2170.4,7.683127399797752,5,7760,5,6,032f171a41c4d181916bfc775f5ed1cdf69080b85e023c368e927356dc0f2cbb
snap-twitch-2018,222,15,3736.2,8.2260919469188,7,16368,9,7,000bd560452556471477c8169dee68c638741faba6fa8ea300cdb60b8d54ff18
snap-twitch-2018,244,15,1445.2,7.2766947057408515,6,5682,3,8,02413267eb707f59e0cfc2b5e39a23935786eaef3917879158aded44aad21a20
snap-twitch-2018,266,15,2387.0666666666666,7.7782393914874115,13,10290,6,9,07c8a12ce40b5b1a18c904dfc6b786b03fdf9153d9f00026d940e07ab26fbc9c
snap-twitch-2018,291,15,3490.6,8.158115362861194,11,16368,8,10,0423042bd1bb3a51bcb53946733ebcb409ff70123b6b55a8bf87dacfa9b1b08f
snap-twitch-2018,52,16,3977.625,8.288691561200489,8,13748,9,1,02feea70bebce1081d3e6ae5ed53f85b6aa93c9a8c8849196d53b171f37e01f5
snap-twitch-2018,86,16,2783.3125,7.93175626371813,19,16368,7,2,000080f59ef978942051deb269e88a9e0d37b780eabb6c3cebd9d2830d08639d
snap-twitch-2018,159,16,1381.8125,7.231874747636349,15,8431,3,3,064302f6740c396fd54e1f6bcadd54c0070bc32fd26792c2406a8e6bb259db43
snap-twitch-2018,218,16,2654.8125,7.884505913224871,13,7575,6,4,042801aac879d6cd31633886e6db4fdb4c81013f0810dcf46344bd91ba351f28
snap-twitch-2018,236,16,2216.5625,7.704163898679445,16,6625,5,5,0e2d4a4ebfa949437e0ea73b6a552fe0fe21f894348a21e5433e29e2b8d4c67c
snap-twitch-2018,238,16,3686.875,8.212805690392752,8,31579,8,6,1bb38339311c7e2bbde1cd4f194304da235d8cafd6c527c71ad50a960d7a61e0
snap-twitch-2018,268,16,4569.625,8.427405236025216,16,31579,10,7,0c23373eecfea4256e9bd3143d189b24204c08f15197f011b7c63ae475fdea23
snap-twitch-2018,270,16,812.875,6.7018067915570265,11,3632,1,8,0f89806f379e0351e31b4a8cb6453b3b0e45d33764e7b8d1c75281453ae42232
snap-twitch-2018,277,16,1777.5,7.48352559138851,16,13748,4,9,0c732be23fc80b65844783ae22439905ecf53dde8d842db797a6cbbd8ed8197d
snap-twitch-2018,300,16,1031.125,6.939375062737593,6,7575,2,10,0b259d2a6682e067ea5f0244b9113e0948dfec0d4e46e4401d246e450ed952b2
snap-github-2019,4,4,6318.75,8.751434929396481,14,22851,9,1,094d7a0f649a438b18bcc24b9a3d603b5098d3fa8855fa3351138b75a966b4de
snap-github-2019,26,4,10817.75,9.28903601892452,6,25702,10,2,03f806b60c061ae0a3eea76f2b1076e5438f9aa880a965a6a5e1e1c2f829e9f1
snap-github-2019,93,4,2476.25,7.814904352939009,30,8093,7,3,0478eb21c626ad8fac11bf657c99bf48431017a857396462f4dcf9f3e4d3df86
snap-github-2019,103,4,1548.75,7.345848906582029,26,4620,6,4,0738c4d19971745c4c4fa45fe67b2c046d41de56aa3ca93530c2ef87c8e9109f
snap-github-2019,120,4,1060.0,6.966967138613983,33,3026,5,5,054d8119c314c0c1179f00e9e1c53d9a4828e10b38f0eb523ddd19b7b2fb0435
snap-github-2019,121,4,223.0,5.4116460518550396,39,370,2,6,0684e53e098e0ba35f912819cce404bfc08fa2e6681854e380125f7b170c2362
snap-github-2019,146,4,127.75,4.857872539543846,5,233,1,7,04971b5f515a10daeb13aea855321cab0bdd954e415deba8c6a50f45d70221e5
snap-github-2019,217,4,271.0,5.605802066295998,30,763,3,8,04701481f7d0ebc03bc0e6587e065a209051174ddf084e953e47ac28885d2d97
snap-github-2019,249,4,411.25,6.021629961439708,33,794,4,9,04211f90ad72b0dbae3d40bd164c5dbc0a78851fab4ace7ebd468786f140fd9e
snap-github-2019,264,4,5379.25,8.590490120477694,19,20572,8,10,06232a5d6cf615b119026fcc295eda269406683e0ce799996a4e2f5c2ab4173a
snap-github-2019,12,5,332.6,5.809942670484592,6,1378,2,1,260301efec722bf7033e98b56939407eab885d95bb2bfcea9728eaaaa178ad22
snap-github-2019,18,5,6519.4,8.782691002732134,6,22075,9,2,0ba974e028e39ae6299ca1ad0420d0e4fb348cc23572870e0f5e1c8bd98b6486
snap-github-2019,24,5,495.6,6.207784873074067,13,803,3,3,0752f4d43a739c4a68944fef56ddc743dbb28f21990ffc49cd8cd179e98b5fa3
snap-github-2019,54,5,110.8,4.716711560720999,13,214,1,4,0404072be71b1609eb1e78b1023c6ab38c874fe18be439a89f27249d0f94ebeb
snap-github-2019,83,5,2229.4,7.709936220566205,5,10708,6,5,1290e5827a51287e5531a12180478fd7517b1172bd63f8b0649ff9c4a69017f2
snap-github-2019,91,5,1680.4,7.4273820587011965,28,4781,5,6,1d7e8cfc5507c2743979dcecd1b2550c5327facf5932e942662e47b73ba9cc2c
snap-github-2019,107,5,5108.8,8.538915543488553,6,23861,8,7,0b350f954691bb1313ff927ed88ede87458fc619d8fa1884b181a32467333e55
snap-github-2019,114,5,899.2,6.802616960858832,6,2307,4,8,067f16eb7edb2b00ec8f8128894a1432e77244be36eeaca19949feeebba18221
snap-github-2019,207,5,4715.2,8.458758669579067,7,21449,7,9,1252f7dd36eb5b0d0aeb9544d0876148b422779976ae37b796b780507060e421
snap-github-2019,213,5,8842.0,9.087381464575735,5,20572,10,10,18ce29787fe6f40c4c944e360e7ca4e033913934fa2f41f9f0775bbf17e27960
snap-github-2019,10,6,215.5,5.377590547442544,14,573,1,1,181aa51dfcdc58eed6553b5098adccc73d7c99c965fb58acef1b5febcb80fce6
snap-github-2019,31,6,6903.333333333333,8.839904512787413,14,28188,9,2,0b76b191b89667288c1c78181a4e82853a6ae2620997a2577012f39fb6b3a803
snap-github-2019,56,6,3824.3333333333335,8.249400888433145,14,21449,6,3,13b7251ed0e456f969161d66b241871d87e44b9a935fa08c25d59533a21e2440
snap-github-2019,60,6,1397.1666666666667,7.242917133618239,14,7170,5,4,01dda0b7b881623fe258c1d94490a03e941511216ce9ee95c6c57a01a8480d8d
snap-github-2019,62,6,5054.166666666667,8.528166101567168,12,27857,8,5,01e963bc24527468a378aec915028fdde9b3806fc78b65681d6f827dcc466218
snap-github-2019,188,6,8887.333333333334,9.092494834366592,2,22851,10,6,08a85f94651502c857c197ad4ac0f7bb98f0d31f1b255c43e751204e499d7712
snap-github-2019,197,6,526.6666666666666,6.268464771212902,54,2165,3,7,110e8d7ad5902e2a7bdf1c3573dd2a13a2b7d2fafa8820f63c2d1f5ae2df127e
snap-github-2019,215,6,4216.5,8.346997814420124,14,22075,7,8,001a99e85ef628bf7e2f99c047f3040ebb253805b08aa704639f7b0ddc3bb628
snap-github-2019,240,6,362.6666666666667,5.8962376971649615,45,827,2,9,05ded2a8a115bedde32a8efc654e80ce3bcf9d1159a0551a0f27e8af8b5cf645
snap-github-2019,281,6,1086.5,6.991636762962839,12,3867,4,10,0c62448e76649904378ed71df9c68f87b39e2a67cf9591f1ffb109fccf73f3a0
snap-github-2019,46,7,536.1428571428571,6.286264087328627,12,1792,3,1,002d5d26ed3284ab459b3ce2a41e70083a17140dca870812a4218f5f7646aeca
snap-github-2019,49,7,95.57142857142857,4.570282926987651,22,407,1,2,0019539dcc3ecc9fcc29fbe79596f189dfa76dbcef9242178fdd8f54e2dd28b9
snap-github-2019,67,7,375.7142857142857,5.931487037297973,16,1437,2,3,033b4a49a824f23da3325fce272b6d3be553072bb0f16af5b09097af46aa299a
snap-github-2019,86,7,6420.571428571428,8.767418137538039,6,28188,9,4,00aa9aa9b26e80c917c1b1d0c74c4eb310ed2d99f2683ce08da93f27a0e72526
snap-github-2019,111,7,1484.2857142857142,7.303362432922657,19,8093,5,5,158f001014bd3ca8ed2ac3efe64929c7b371d701f61ee478a4c20c169caef789
snap-github-2019,144,7,3798.0,8.242493153187626,45,21449,7,6,036ce9ee5cf17d095a3e4dd734fde3598310f6813f9d4c69aa267e2c924de46a
snap-github-2019,164,7,14862.285714285714,9.60664940515499,1,28188,10,7,0322aa017cf02b29c2cd299ba48a98e9e73ea453f861694b2c9ed426efee6d03
snap-github-2019,243,7,3388.285714285714,8.128374474422815,10,21449,6,8,039da40525e26172a715bf2b5b402d2ba27b67ccb262358bfab3b75b8928aa22
snap-github-2019,258,7,5295.142857142857,8.574734071789075,6,25009,8,9,0e56cf4703414a18e4ae8d7769d7239c4b3920d8075e58389457e8dcad10f463
snap-github-2019,276,7,816.4285714285714,6.706163524554742,47,3867,4,10,0f5757e704bc0c346f0ece2db11481f7fab4e7329ca8b3b82875fbe2213f4203
snap-github-2019,24,8,784.5,6.666320457695676,17,3026,3,1,0b499e3553f3445e2481681cf53ec8798aea9b658fa7dddc15f82dbb064d22b1
snap-github-2019,45,8,2938.125,7.98586719698777,2,17128,5,2,0729cd72302846e8d38a24399e1fec0bd0e0884738a14a8a242a22a4ade75ae6
snap-github-2019,46,8,6678.5,8.806798413429867,11,27857,9,3,072167069c4ab3bef74f412194bb12f7852908e6dd4bf36520ce49a981c777a6
snap-github-2019,106,8,7974.125,8.984082601511401,11,25009,10,4,097158ada5c1446470c47e702850bdf5a6c53c64e35b8fb44a7e32ef71a19d2e
snap-github-2019,167,8,126.875,4.851053224271791,70,251,1,5,051733bb755385ed39298f3111bd272db7c9fb865d37fe2383db3644485dab62
snap-github-2019,173,8,3502.875,8.161624777903985,11,17128,6,6,0121cbf8772f1ccafb1ba2d4e93d517eec36dec7fcb3303ef03f39cde2d8f004
snap-github-2019,193,8,5591.625,8.62920404447793,13,24958,8,7,01ef798a847827e2795d66725aa1a8ff751d7ac8f5dfe4a226fb757ebf3ddb25
snap-github-2019,226,8,4082.625,8.314740353325293,13,28188,7,8,0cd469bfdaf4a27e5474cef441919b96afebca536c006660ddd390a962e92964
snap-github-2019,230,8,562.75,6.334610890816888,11,2786,2,9,05c3b817329d1682310efe9197ce7a5a36222a71b4ad3943935ea373893fe503
snap-github-2019,284,8,1429.875,7.26604142423864,7,6491,4,10,034dd8f9e4ea4635d706b84bf02b68e39430e4bc4ed067e12c16b6d7573de6e5
snap-github-2019,9,9,464.55555555555554,6.143231435579964,5,1792,2,1,059fd30c3d2c7b3932e15f381428a4dbbd57055703a3798a1832c0dad0644821
snap-github-2019,48,9,249.33333333333334,5.522793363096025,22,560,1,2,096fccdc5d30c5946ce381ec0a7402731c479462b04d50ff1acc41da1f4f401e
snap-github-2019,73,9,5992.888888888889,8.69849571064922,6,28188,9,3,0e57556a42c1f300e5ea244655402d8fb89edb4be73a7cf5b10964588e16e84f
snap-github-2019,143,9,8950.888888888889,9.09961983803905,5,27857,10,4,0768fab09ad0d07e67afcb3dcde0a8d8a3e8cbba2301d6673789735cf5e03ae8
snap-github-2019,165,9,4141.222222222223,8.328987691463308,16,17128,7,5,0124db84a96debfdbf0207c1c61e918158046a50a91e34c09e12107e33f11963
snap-github-2019,197,9,894.3333333333334,6.797196088415073,20,6471,3,6,042efed33f8a77fbe980d67b60137f6a43fc1425a780f4d7ded1867aa130f433
snap-github-2019,198,9,1723.888888888889,7.452917915152578,33,7170,4,7,06823fea2903084f4e23289d4bdbb0f6f602814380e4c927f7affee66776329e
snap-github-2019,215,9,2556.1111111111113,7.846633428047185,33,20572,5,8,14c84532110274cb6b895aa550316b8fd60aacc47072a84fb40cb5bc7ba47205
snap-github-2019,256,9,4563.0,8.425954710981966,2,17128,8,9,01d1e84e0ebf99214b3d56f54f8172b7b255ad09036d8e2d086520348c28d14d
snap-github-2019,265,9,3157.222222222222,8.057764560364644,5,17128,6,10,17a9c054dc9f630eb60c10ff846ebe02df583e5e7dd5547a5de434e0365192b6
snap-github-2019,11,10,812.1,6.700854103213792,17,6471,3,1,01bd05feb68829ef2f695250c59edccbd97a11a5601c82b596112792906ee878
snap-github-2019,36,10,331.8,5.807541708947054,17,1727,1,2,0384702679359079ec580bdc7fab29edbf4ad66eed43b79526e847ed06165848
snap-github-2019,76,10,5274.4,8.570809784853251,11,28188,8,3,073588ce433eb9fe7f1219c03c58cc8c38f78a279e6eed3b7a1bb2a18cf4e5e7
snap-github-2019,79,10,2637.0,7.87777633327726,22,23861,5,4,1a98017e0483c70c126b04c8cb5fa21cae879738b5db09eb457ae3966d3724da
snap-github-2019,135,10,3164.5,8.06006629998418,6,27857,6,5,03cfea2ea5cf24c6cf48f6bbb5c45914bbc93a79516c87ac2c47036fd9d2e7a6
snap-github-2019,138,10,8832.3,9.086283949714177,5,22075,10,6,008541884921bcc9efc0a636d5ac3a5713dae5ce0fba01ee4af68155bbfa5ade
snap-github-2019,201,10,4091.1,8.31681356470058,10,28188,7,7,0406272b8b53d82ed56a31adc55b7270a8f1e88438207f3988d3cabf19a75282
snap-github-2019,279,10,1570.3,7.359658581196086,18,10708,4,8,0973d2727cdd7590d7357691dd4ba50c341203d1bd973f0bf879e72067457890
snap-github-2019,290,10,6673.6,8.806064556379237,10,28188,9,9,04716768f12756437a571a8c5964ab4fb23f103e9dd93e33a96f7713b28e69d5
snap-github-2019,298,10,587.8,6.378086567414666,5,3670,2,10,0087765d033fc4a31735b9f1f601be96f300e0b9afd31dbfca2eb01d75d470ba
snap-github-2019,23,11,2567.909090909091,7.8512366095273824,12,25702,5,1,0e5c31f8dea6c39467083d3daa6395c78b8e5914eaabe8909cac23d596a09a68
snap-github-2019,25,11,3294.6363636363635,8.100354558376301,17,20500,6,2,0c0d50375749295e9863966b78496973674df32fca37d9db0c0c6d77bc97d306
snap-github-2019,41,11,1863.7272727272727,7.530870086922026,12,17128,4,3,0ff0b2cc0514e1ff2f853959a73d0f36a0da94a1daa5133bf21aaa765f5fad61
snap-github-2019,68,11,663.4545454545455,6.498966471682021,11,2307,2,4,0834ac84610e0f6d4dd09a52b499788075ae88cf12ffa563372aef28b066337b
snap-github-2019,76,11,6426.0,8.768263145371286,8,28188,9,5,0754e20fda2df733e390735623523c8c03f91f5d19e7b8fcd1d3fe2e66436fc2
snap-github-2019,161,11,4053.3636363636365,8.307549021154978,16,25702,7,6,0c1d0c9ec951687c4e477c6c6813e305d5a2c48019fb34fed8d98e14e63d1d52
snap-github-2019,228,11,4772.272727272727,8.470787454965516,9,23861,8,7,042873ffaac1078db6ec97f6ebfa7e7f54a0af3700b2a778c8fa9072ff8fb464
snap-github-2019,249,11,9335.272727272728,9.141662385972529,7,28188,10,8,0eebffa1273966416a11ee111fc14d8184fe40ec53667812453bac94761201a7
snap-github-2019,270,11,295.0,5.69035945432406,20,749,1,9,04612c8086978cd6a447238ef235eb25ed67a298eac6bb1d8c92b5e53052eb78
snap-github-2019,280,11,1286.5454545454545,7.160492936416026,24,7838,3,10,0246b712cf280162dc0d89122ed5b4ebf3ca685d4ef21b9be2e805c3f6e853fa
snap-github-2019,8,12,2077.0833333333335,7.639201273517899,2,12726,5,1,006223dafc4ca6f8735de5dbfd23b1aedb7244c9422a0b2f3d71c2eba7651d9f
snap-github-2019,119,12,10092.416666666666,9.219638675123962,1,28188,10,2,176d1c64f848d4ba06bb0500cfc2c38fde2c6256bdc7473cd932df1e7f6abb44
snap-github-2019,132,12,246.08333333333334,5.5097256616438255,19,803,1,3,055bb65143e88a596e9e08ebe2400f4ead10e3c1b7050142d9161186b5a6c0fb
snap-github-2019,152,12,6506.75,8.780749053341708,6,28188,9,4,043d5dcca6804f02371c502f7c82613892a933eb0190e4698baee8be05f44166
snap-github-2019,185,12,1765.8333333333333,7.476944146045042,20,12726,4,5,08799b39242c7754e842bbd83651ec197b3b1830892b677fe6dca773934f31ab
snap-github-2019,202,12,621.5,6.4337436283388625,10,3670,2,6,0353e5ea6d9ff7427a97c8e8418e17fcc68043591429d06e4da092ab1acd8218
snap-github-2019,258,12,3413.25,8.135713128558534,10,24958,6,7,068313e349b2d37a2c267943c725f15f1002a5f97dadf02aa565773eb175d40f
snap-github-2019,264,12,1236.6666666666667,7.120983165508971,15,7170,3,8,00bcdfe7d6c36304d43da49be4c29776ce73cf097b09e6fec820810fdfbe123c
snap-github-2019,273,12,3637.5,8.199326787787141,9,17128,7,9,082984cac183951205b9bfe39bf0ff5a3d21f2fb365351bfe3a07f0ad2958cfc
